code,report_month,region,commodity,item,year,period,value,min_value,max_value
RICE_WORLD_25,2020-10,Total Foreign,Rice,Ending Stocks,2020/21 Proj.,Oct,177.63,,
RICE_WORLD_25,2020-10,Major Exporters 4/,Rice,Beginning Stocks,2020/21 Proj.,Sep,42.25,,
RICE_WORLD_25,2020-10,Major Exporters 4/,Rice,Production,2020/21 Proj.,Sep,185.1,,
RICE_WORLD_25,2020-10,Major Exporters 4/,Rice,Imports,2020/21 Proj.,Sep,0.61,,
RICE_WORLD_25,2020-10,Major Exporters 4/,Rice,Total /2 Domestic,2020/21 Proj.,Sep,150.4,,
RICE_WORLD_25,2020-10,Major Exporters 4/,Rice,Exports,2020/21 Proj.,Sep,32.3,,
RICE_WORLD_25,2020-10,Major Exporters 4/,Rice,Ending Stocks,2020/21 Proj.,Sep,45.26,,
RICE_WORLD_25,2020-10,Major Exporters 4/,Rice,Beginning Stocks,2020/21 Proj.,Oct,37.55,,
RICE_WORLD_25,2020-10,Major Exporters 4/,Rice,Production,2020/21 Proj.,Oct,186.1,,
RICE_WORLD_25,2020-10,Major Exporters 4/,Rice,Imports,2020/21 Proj.,Oct,0.61,,
RICE_WORLD_25,2020-10,Major Exporters 4/,Rice,Total /2 Domestic,2020/21 Proj.,Oct,153.1,,
RICE_WORLD_25,2020-10,Major Exporters 4/,Rice,Exports,2020/21 Proj.,Oct,32.1,,
RICE_WORLD_25,2020-10,Major Exporters 4/,Rice,Ending Stocks,2020/21 Proj.,Oct,39.06,,
RICE_WORLD_25,2020-10,Burma,Rice,Beginning Stocks,2020/21 Proj.,Sep,1.13,,
RICE_WORLD_25,2020-10,Burma,Rice,Production,2020/21 Proj.,Sep,13.0,,
RICE_WORLD_25,2020-10,Burma,Rice,Imports,2020/21 Proj.,Sep,0.01,,
RICE_WORLD_25,2020-10,Burma,Rice,Total /2 Domestic,2020/21 Proj.,Sep,10.6,,
RICE_WORLD_25,2020-10,Burma,Rice,Exports,2020/21 Proj.,Sep,2.2,,
RICE_WORLD_25,2020-10,Burma,Rice,Ending Stocks,2020/21 Proj.,Sep,1.34,,
RICE_WORLD_25,2020-10,Burma,Rice,Beginning Stocks,2020/21 Proj.,Oct,1.13,,
RICE_WORLD_25,2020-10,Burma,Rice,Production,2020/21 Proj.,Oct,12.9,,
RICE_WORLD_25,2020-10,Burma,Rice,Imports,2020/21 Proj.,Oct,0.01,,
RICE_WORLD_25,2020-10,Burma,Rice,Total /2 Domestic,2020/21 Proj.,Oct,10.5,,
RICE_WORLD_25,2020-10,Burma,Rice,Exports,2020/21 Proj.,Oct,2.2,,
RICE_WORLD_25,2020-10,Burma,Rice,Ending Stocks,2020/21 Proj.,Oct,1.34,,
RICE_WORLD_25,2020-10,India,Rice,Beginning Stocks,2020/21 Proj.,Sep,35.0,,
RICE_WORLD_25,2020-10,India,Rice,Production,2020/21 Proj.,Sep,119.0,,
RICE_WORLD_25,2020-10,India,Rice,Imports,2020/21 Proj.,Sep,0.0,,
RICE_WORLD_25,2020-10,India,Rice,Total /2 Domestic,2020/21 Proj.,Sep,104.0,,
RICE_WORLD_25,2020-10,India,Rice,Exports,2020/21 Proj.,Sep,12.0,,
RICE_WORLD_25,2020-10,India,Rice,Ending Stocks,2020/21 Proj.,Sep,38.0,,
RICE_WORLD_25,2020-10,India,Rice,Beginning Stocks,2020/21 Proj.,Oct,30.0,,
RICE_WORLD_25,2020-10,India,Rice,Production,2020/21 Proj.,Oct,120.0,,
RICE_WORLD_25,2020-10,India,Rice,Imports,2020/21 Proj.,Oct,0.0,,
RICE_WORLD_25,2020-10,India,Rice,Total /2 Domestic,2020/21 Proj.,Oct,106.0,,
RICE_WORLD_25,2020-10,India,Rice,Exports,2020/21 Proj.,Oct,12.5,,
RICE_WORLD_25,2020-10,India,Rice,Ending Stocks,2020/21 Proj.,Oct,31.5,,
RICE_WORLD_25,2020-10,Pakistan,Rice,Beginning Stocks,2020/21 Proj.,Sep,0.73,,
RICE_WORLD_25,2020-10,Pakistan,Rice,Production,2020/21 Proj.,Sep,7.5,,
RICE_WORLD_25,2020-10,Pakistan,Rice,Imports,2020/21 Proj.,Sep,0.0,,
RICE_WORLD_25,2020-10,Pakistan,Rice,Total /2 Domestic,2020/21 Proj.,Sep,3.1,,
RICE_WORLD_25,2020-10,Pakistan,Rice,Exports,2020/21 Proj.,Sep,4.3,,
RICE_WORLD_25,2020-10,Pakistan,Rice,Ending Stocks,2020/21 Proj.,Sep,0.83,,
RICE_WORLD_25,2020-10,Pakistan,Rice,Beginning Stocks,2020/21 Proj.,Oct,0.83,,
RICE_WORLD_25,2020-10,Pakistan,Rice,Production,2020/21 Proj.,Oct,7.6,,
RICE_WORLD_25,2020-10,Pakistan,Rice,Imports,2020/21 Proj.,Oct,0.0,,
RICE_WORLD_25,2020-10,Pakistan,Rice,Total /2 Domestic,2020/21 Proj.,Oct,3.4,,
RICE_WORLD_25,2020-10,Pakistan,Rice,Exports,2020/21 Proj.,Oct,4.1,,
RICE_WORLD_25,2020-10,Pakistan,Rice,Ending Stocks,2020/21 Proj.,Oct,0.93,,
RICE_WORLD_25,2020-10,Thailand,Rice,Beginning Stocks,2020/21 Proj.,Sep,4.44,,
RICE_WORLD_25,2020-10,Thailand,Rice,Production,2020/21 Proj.,Sep,18.6,,
RICE_WORLD_25,2020-10,Thailand,Rice,Imports,2020/21 Proj.,Sep,0.2,,
RICE_WORLD_25,2020-10,Thailand,Rice,Total /2 Domestic,2020/21 Proj.,Sep,11.5,,
RICE_WORLD_25,2020-10,Thailand,Rice,Exports,2020/21 Proj.,Sep,7.5,,
RICE_WORLD_25,2020-10,Thailand,Rice,Ending Stocks,2020/21 Proj.,Sep,4.24,,
RICE_WORLD_25,2020-10,Thailand,Rice,Beginning Stocks,2020/21 Proj.,Oct,4.64,,
RICE_WORLD_25,2020-10,Thailand,Rice,Production,2020/21 Proj.,Oct,18.6,,
RICE_WORLD_25,2020-10,Thailand,Rice,Imports,2020/21 Proj.,Oct,0.2,,
RICE_WORLD_25,2020-10,Thailand,Rice,Total /2 Domestic,2020/21 Proj.,Oct,12.0,,
RICE_WORLD_25,2020-10,Thailand,Rice,Exports,2020/21 Proj.,Oct,7.0,,
RICE_WORLD_25,2020-10,Thailand,Rice,Ending Stocks,2020/21 Proj.,Oct,4.44,,
RICE_WORLD_25,2020-10,Vietnam,Rice,Beginning Stocks,2020/21 Proj.,Sep,0.95,,
RICE_WORLD_25,2020-10,Vietnam,Rice,Production,2020/21 Proj.,Sep,27.0,,
RICE_WORLD_25,2020-10,Vietnam,Rice,Imports,2020/21 Proj.,Sep,0.4,,
RICE_WORLD_25,2020-10,Vietnam,Rice,Total /2 Domestic,2020/21 Proj.,Sep,21.2,,
RICE_WORLD_25,2020-10,Vietnam,Rice,Exports,2020/21 Proj.,Sep,6.3,,
RICE_WORLD_25,2020-10,Vietnam,Rice,Ending Stocks,2020/21 Proj.,Sep,0.85,,
RICE_WORLD_25,2020-10,Vietnam,Rice,Beginning Stocks,2020/21 Proj.,Oct,0.95,,
RICE_WORLD_25,2020-10,Vietnam,Rice,Production,2020/21 Proj.,Oct,27.0,,
RICE_WORLD_25,2020-10,Vietnam,Rice,Imports,2020/21 Proj.,Oct,0.4,,
RICE_WORLD_25,2020-10,Vietnam,Rice,Total /2 Domestic,2020/21 Proj.,Oct,21.2,,
RICE_WORLD_25,2020-10,Vietnam,Rice,Exports,2020/21 Proj.,Oct,6.3,,
RICE_WORLD_25,2020-10,Vietnam,Rice,Ending Stocks,2020/21 Proj.,Oct,0.85,,
RICE_WORLD_25,2020-10,Major Importers 5/,Rice,Beginning Stocks,2020/21 Proj.,Sep,127.79,,
RICE_WORLD_25,2020-10,Major Importers 5/,Rice,Production,2020/21 Proj.,Sep,239.59,,
RICE_WORLD_25,2020-10,Major Importers 5/,Rice,Imports,2020/21 Proj.,Sep,14.2,,
RICE_WORLD_25,2020-10,Major Importers 5/,Rice,Total /2 Domestic,2020/21 Proj.,Sep,251.2,,
RICE_WORLD_25,2020-10,Major Importers 5/,Rice,Exports,2020/21 Proj.,Sep,3.26,,
RICE_WORLD_25,2020-10,Major Importers 5/,Rice,Ending Stocks,2020/21 Proj.,Sep,127.12,,
RICE_WORLD_25,2020-10,Major Importers 5/,Rice,Beginning Stocks,2020/21 Proj.,Oct,127.69,,
RICE_WORLD_25,2020-10,Major Importers 5/,Rice,Production,2020/21 Proj.,Oct,240.29,,
RICE_WORLD_25,2020-10,Major Importers 5/,Rice,Imports,2020/21 Proj.,Oct,13.85,,
RICE_WORLD_25,2020-10,Major Importers 5/,Rice,Total /2 Domestic,2020/21 Proj.,Oct,251.25,,
RICE_WORLD_25,2020-10,Major Importers 5/,Rice,Exports,2020/21 Proj.,Oct,3.27,,
RICE_WORLD_25,2020-10,Major Importers 5/,Rice,Ending Stocks,2020/21 Proj.,Oct,127.31,,
RICE_WORLD_25,2020-10,China,Rice,Beginning Stocks,2020/21 Proj.,Sep,116.5,,
RICE_WORLD_25,2020-10,China,Rice,Production,2020/21 Proj.,Sep,147.0,,
RICE_WORLD_25,2020-10,China,Rice,Imports,2020/21 Proj.,Sep,2.2,,
RICE_WORLD_25,2020-10,China,Rice,Total /2 Domestic,2020/21 Proj.,Sep,146.3,,
RICE_WORLD_25,2020-10,China,Rice,Exports,2020/21 Proj.,Sep,2.9,,
RICE_WORLD_25,2020-10,China,Rice,Ending Stocks,2020/21 Proj.,Sep,116.5,,
RICE_WORLD_25,2020-10,China,Rice,Beginning Stocks,2020/21 Proj.,Oct,116.5,,
RICE_WORLD_25,2020-10,China,Rice,Production,2020/21 Proj.,Oct,147.0,,
RICE_WORLD_25,2020-10,China,Rice,Imports,2020/21 Proj.,Oct,2.2,,
RICE_WORLD_25,2020-10,China,Rice,Total /2 Domestic,2020/21 Proj.,Oct,146.3,,
RICE_WORLD_25,2020-10,China,Rice,Exports,2020/21 Proj.,Oct,2.9,,
RICE_WORLD_25,2020-10,China,Rice,Ending Stocks,2020/21 Proj.,Oct,116.5,,
RICE_WORLD_25,2020-10,European Union 6/,Rice,Beginning Stocks,2020/21 Proj.,Sep,1.17,,
RICE_WORLD_25,2020-10,European Union 6/,Rice,Production,2020/21 Proj.,Sep,1.99,,
RICE_WORLD_25,2020-10,European Union 6/,Rice,Imports,2020/21 Proj.,Sep,2.35,,
RICE_WORLD_25,2020-10,European Union 6/,Rice,Total /2 Domestic,2020/21 Proj.,Sep,4.1,,
RICE_WORLD_25,2020-10,European Union 6/,Rice,Exports,2020/21 Proj.,Sep,0.3,,
RICE_WORLD_25,2020-10,European Union 6/,Rice,Ending Stocks,2020/21 Proj.,Sep,1.1,,
RICE_WORLD_25,2020-10,European Union 6/,Rice,Beginning Stocks,2020/21 Proj.,Oct,1.17,,
RICE_WORLD_25,2020-10,European Union 6/,Rice,Production,2020/21 Proj.,Oct,1.99,,
RICE_WORLD_25,2020-10,European Union 6/,Rice,Imports,2020/21 Proj.,Oct,2.35,,
RICE_WORLD_25,2020-10,European Union 6/,Rice,Total /2 Domestic,2020/21 Proj.,Oct,4.1,,
RICE_WORLD_25,2020-10,European Union 6/,Rice,Exports,2020/21 Proj.,Oct,0.32,,
RICE_WORLD_25,2020-10,European Union 6/,Rice,Ending Stocks,2020/21 Proj.,Oct,1.09,,
RICE_WORLD_25,2020-10,Indonesia,Rice,Beginning Stocks,2020/21 Proj.,Sep,3.11,,
RICE_WORLD_25,2020-10,Indonesia,Rice,Production,2020/21 Proj.,Sep,34.9,,
RICE_WORLD_25,2020-10,Indonesia,Rice,Imports,2020/21 Proj.,Sep,0.5,,
RICE_WORLD_25,2020-10,Indonesia,Rice,Total /2 Domestic,2020/21 Proj.,Sep,35.4,,
RICE_WORLD_25,2020-10,Indonesia,Rice,Exports,2020/21 Proj.,Sep,0.0,,
RICE_WORLD_25,2020-10,Indonesia,Rice,Ending Stocks,2020/21 Proj.,Sep,3.11,,
RICE_WORLD_25,2020-10,Indonesia,Rice,Beginning Stocks,2020/21 Proj.,Oct,3.11,,
RICE_WORLD_25,2020-10,Indonesia,Rice,Production,2020/21 Proj.,Oct,34.9,,
RICE_WORLD_25,2020-10,Indonesia,Rice,Imports,2020/21 Proj.,Oct,0.5,,
RICE_WORLD_25,2020-10,Indonesia,Rice,Total /2 Domestic,2020/21 Proj.,Oct,35.4,,
RICE_WORLD_25,2020-10,Indonesia,Rice,Exports,2020/21 Proj.,Oct,0.0,,
RICE_WORLD_25,2020-10,Indonesia,Rice,Ending Stocks,2020/21 Proj.,Oct,3.11,,
RICE_WORLD_25,2020-10,Nigeria,Rice,Beginning Stocks,2020/21 Proj.,Sep,0.71,,
RICE_WORLD_25,2020-10,Nigeria,Rice,Production,2020/21 Proj.,Sep,5.04,,
RICE_WORLD_25,2020-10,Nigeria,Rice,Imports,2020/21 Proj.,Sep,1.2,,
RICE_WORLD_25,2020-10,Nigeria,Rice,Total /2 Domestic,2020/21 Proj.,Sep,6.4,,
RICE_WORLD_25,2020-10,Nigeria,Rice,Exports,2020/21 Proj.,Sep,0.0,,
RICE_WORLD_25,2020-10,Nigeria,Rice,Ending Stocks,2020/21 Proj.,Sep,0.55,,
RICE_WORLD_25,2020-10,Nigeria,Rice,Beginning Stocks,2020/21 Proj.,Oct,0.71,,
RICE_WORLD_25,2020-10,Nigeria,Rice,Production,2020/21 Proj.,Oct,5.04,,
RICE_WORLD_25,2020-10,Nigeria,Rice,Imports,2020/21 Proj.,Oct,1.2,,
RICE_WORLD_25,2020-10,Nigeria,Rice,Total /2 Domestic,2020/21 Proj.,Oct,6.4,,
RICE_WORLD_25,2020-10,Nigeria,Rice,Exports,2020/21 Proj.,Oct,0.0,,
RICE_WORLD_25,2020-10,Nigeria,Rice,Ending Stocks,2020/21 Proj.,Oct,0.55,,
RICE_WORLD_25,2020-10,Philippines,Rice,Beginning Stocks,2020/21 Proj.,Sep,3.6,,
RICE_WORLD_25,2020-10,Philippines,Rice,Production,2020/21 Proj.,Sep,11.0,,
RICE_WORLD_25,2020-10,Philippines,Rice,Imports,2020/21 Proj.,Sep,3.0,,
RICE_WORLD_25,2020-10,Philippines,Rice,Total /2 Domestic,2020/21 Proj.,Sep,14.4,,
RICE_WORLD_25,2020-10,Philippines,Rice,Exports,2020/21 Proj.,Sep,0.0,,
RICE_WORLD_25,2020-10,Philippines,Rice,Ending Stocks,2020/21 Proj.,Sep,3.2,,
RICE_WORLD_25,2020-10,Philippines,Rice,Beginning Stocks,2020/21 Proj.,Oct,3.6,,
RICE_WORLD_25,2020-10,Philippines,Rice,Production,2020/21 Proj.,Oct,11.7,,
RICE_WORLD_25,2020-10,Philippines,Rice,Imports,2020/21 Proj.,Oct,2.6,,
RICE_WORLD_25,2020-10,Philippines,Rice,Total /2 Domestic,2020/21 Proj.,Oct,14.4,,
RICE_WORLD_25,2020-10,Philippines,Rice,Exports,2020/21 Proj.,Oct,0.0,,
RICE_WORLD_25,2020-10,Philippines,Rice,Ending Stocks,2020/21 Proj.,Oct,3.5,,
RICE_WORLD_25,2020-10,Sel. Mideast 7/,Rice,Beginning Stocks,2020/21 Proj.,Sep,0.85,,
RICE_WORLD_25,2020-10,Sel. Mideast 7/,Rice,Production,2020/21 Proj.,Sep,2.27,,
RICE_WORLD_25,2020-10,Sel. Mideast 7/,Rice,Imports,2020/21 Proj.,Sep,3.65,,
RICE_WORLD_25,2020-10,Sel. Mideast 7/,Rice,Total /2 Domestic,2020/21 Proj.,Sep,6.0,,
RICE_WORLD_25,2020-10,Sel. Mideast 7/,Rice,Exports,2020/21 Proj.,Sep,0.0,,
RICE_WORLD_25,2020-10,Sel. Mideast 7/,Rice,Ending Stocks,2020/21 Proj.,Sep,0.76,,
RICE_WORLD_25,2020-10,Sel. Mideast 7/,Rice,Beginning Stocks,2020/21 Proj.,Oct,0.85,,
RICE_WORLD_25,2020-10,Sel. Mideast 7/,Rice,Production,2020/21 Proj.,Oct,2.27,,
RICE_WORLD_25,2020-10,Sel. Mideast 7/,Rice,Imports,2020/21 Proj.,Oct,3.7,,
RICE_WORLD_25,2020-10,Sel. Mideast 7/,Rice,Total /2 Domestic,2020/21 Proj.,Oct,6.05,,
RICE_WORLD_25,2020-10,Sel. Mideast 7/,Rice,Exports,2020/21 Proj.,Oct,0.0,,
RICE_WORLD_25,2020-10,Sel. Mideast 7/,Rice,Ending Stocks,2020/21 Proj.,Oct,0.76,,
RICE_WORLD_25,2020-10,Brazil,Rice,Beginning Stocks,2020/21 Proj.,Sep,0.31,,
RICE_WORLD_25,2020-10,Brazil,Rice,Production,2020/21 Proj.,Sep,7.34,,
RICE_WORLD_25,2020-10,Brazil,Rice,Imports,2020/21 Proj.,Sep,0.8,,
RICE_WORLD_25,2020-10,Brazil,Rice,Total /2 Domestic,2020/21 Proj.,Sep,7.2,,
RICE_WORLD_25,2020-10,Brazil,Rice,Exports,2020/21 Proj.,Sep,0.9,,
RICE_WORLD_25,2020-10,Brazil,Rice,Ending Stocks,2020/21 Proj.,Sep,0.35,,
RICE_WORLD_25,2020-10,Brazil,Rice,Beginning Stocks,2020/21 Proj.,Oct,0.4,,
RICE_WORLD_25,2020-10,Brazil,Rice,Production,2020/21 Proj.,Oct,7.48,,
RICE_WORLD_25,2020-10,Brazil,Rice,Imports,2020/21 Proj.,Oct,0.8,,
RICE_WORLD_25,2020-10,Brazil,Rice,Total /2 Domestic,2020/21 Proj.,Oct,7.2,,
RICE_WORLD_25,2020-10,Brazil,Rice,Exports,2020/21 Proj.,Oct,0.9,,
RICE_WORLD_25,2020-10,Brazil,Rice,Ending Stocks,2020/21 Proj.,Oct,0.58,,
RICE_WORLD_25,2020-10,C. Amer & Carib 8/,Rice,Beginning Stocks,2020/21 Proj.,Sep,0.64,,
RICE_WORLD_25,2020-10,C. Amer & Carib 8/,Rice,Production,2020/21 Proj.,Sep,1.55,,
RICE_WORLD_25,2020-10,C. Amer & Carib 8/,Rice,Imports,2020/21 Proj.,Sep,1.9,,
RICE_WORLD_25,2020-10,C. Amer & Carib 8/,Rice,Total /2 Domestic,2020/21 Proj.,Sep,3.41,,
RICE_WORLD_25,2020-10,C. Amer & Carib 8/,Rice,Exports,2020/21 Proj.,Sep,0.03,,
RICE_WORLD_25,2020-10,C. Amer & Carib 8/,Rice,Ending Stocks,2020/21 Proj.,Sep,0.64,,
RICE_WORLD_25,2020-10,C. Amer & Carib 8/,Rice,Beginning Stocks,2020/21 Proj.,Oct,0.65,,
RICE_WORLD_25,2020-10,C. Amer & Carib 8/,Rice,Production,2020/21 Proj.,Oct,1.55,,
RICE_WORLD_25,2020-10,C. Amer & Carib 8/,Rice,Imports,2020/21 Proj.,Oct,1.9,,
RICE_WORLD_25,2020-10,C. Amer & Carib 8/,Rice,Total /2 Domestic,2020/21 Proj.,Oct,3.41,,
RICE_WORLD_25,2020-10,C. Amer & Carib 8/,Rice,Exports,2020/21 Proj.,Oct,0.03,,
RICE_WORLD_25,2020-10,C. Amer & Carib 8/,Rice,Ending Stocks,2020/21 Proj.,Oct,0.66,,
RICE_WORLD_25,2020-10,Egypt,Rice,Beginning Stocks,2020/21 Proj.,Sep,1.13,,
RICE_WORLD_25,2020-10,Egypt,Rice,Production,2020/21 Proj.,Sep,4.3,,
RICE_WORLD_25,2020-10,Egypt,Rice,Imports,2020/21 Proj.,Sep,0.25,,
RICE_WORLD_25,2020-10,Egypt,Rice,Total /2 Domestic,2020/21 Proj.,Sep,4.5,,
RICE_WORLD_25,2020-10,Egypt,Rice,Exports,2020/21 Proj.,Sep,0.02,,
RICE_WORLD_25,2020-10,Egypt,Rice,Ending Stocks,2020/21 Proj.,Sep,1.16,,
RICE_WORLD_25,2020-10,Egypt,Rice,Beginning Stocks,2020/21 Proj.,Oct,1.2,,
RICE_WORLD_25,2020-10,Egypt,Rice,Production,2020/21 Proj.,Oct,4.0,,
RICE_WORLD_25,2020-10,Egypt,Rice,Imports,2020/21 Proj.,Oct,0.25,,
RICE_WORLD_25,2020-10,Egypt,Rice,Total /2 Domestic,2020/21 Proj.,Oct,4.3,,
RICE_WORLD_25,2020-10,Egypt,Rice,Exports,2020/21 Proj.,Oct,0.02,,
RICE_WORLD_25,2020-10,Egypt,Rice,Ending Stocks,2020/21 Proj.,Oct,1.13,,
RICE_WORLD_25,2020-10,Japan,Rice,Beginning Stocks,2020/21 Proj.,Sep,1.97,,
RICE_WORLD_25,2020-10,Japan,Rice,Production,2020/21 Proj.,Sep,7.65,,
RICE_WORLD_25,2020-10,Japan,Rice,Imports,2020/21 Proj.,Sep,0.69,,
RICE_WORLD_25,2020-10,Japan,Rice,Total /2 Domestic,2020/21 Proj.,Sep,8.25,,
RICE_WORLD_25,2020-10,Japan,Rice,Exports,2020/21 Proj.,Sep,0.08,,
RICE_WORLD_25,2020-10,Japan,Rice,Ending Stocks,2020/21 Proj.,Sep,1.98,,
RICE_WORLD_25,2020-10,Japan,Rice,Beginning Stocks,2020/21 Proj.,Oct,1.92,,
RICE_WORLD_25,2020-10,Japan,Rice,Production,2020/21 Proj.,Oct,7.62,,
RICE_WORLD_25,2020-10,Japan,Rice,Imports,2020/21 Proj.,Oct,0.69,,
RICE_WORLD_25,2020-10,Japan,Rice,Total /2 Domestic,2020/21 Proj.,Oct,8.25,,
RICE_WORLD_25,2020-10,Japan,Rice,Exports,2020/21 Proj.,Oct,0.08,,
RICE_WORLD_25,2020-10,Japan,Rice,Ending Stocks,2020/21 Proj.,Oct,1.9,,
RICE_WORLD_25,2020-10,Mexico,Rice,Beginning Stocks,2020/21 Proj.,Sep,0.15,,
RICE_WORLD_25,2020-10,Mexico,Rice,Production,2020/21 Proj.,Sep,0.19,,
RICE_WORLD_25,2020-10,Mexico,Rice,Imports,2020/21 Proj.,Sep,0.8,,
RICE_WORLD_25,2020-10,Mexico,Rice,Total /2 Domestic,2020/21 Proj.,Sep,0.95,,
RICE_WORLD_25,2020-10,Mexico,Rice,Exports,2020/21 Proj.,Sep,0.01,,
RICE_WORLD_25,2020-10,Mexico,Rice,Ending Stocks,2020/21 Proj.,Sep,0.19,,
RICE_WORLD_25,2020-10,Mexico,Rice,Beginning Stocks,2020/21 Proj.,Oct,0.18,,
RICE_WORLD_25,2020-10,Mexico,Rice,Production,2020/21 Proj.,Oct,0.19,,
RICE_WORLD_25,2020-10,Mexico,Rice,Imports,2020/21 Proj.,Oct,0.8,,
RICE_WORLD_25,2020-10,Mexico,Rice,Total /2 Domestic,2020/21 Proj.,Oct,0.97,,
RICE_WORLD_25,2020-10,Mexico,Rice,Exports,2020/21 Proj.,Oct,0.01,,
RICE_WORLD_25,2020-10,Mexico,Rice,Ending Stocks,2020/21 Proj.,Oct,0.2,,
RICE_WORLD_25,2020-10,South Korea,Rice,Beginning Stocks,2020/21 Proj.,Sep,1.16,,
RICE_WORLD_25,2020-10,South Korea,Rice,Production,2020/21 Proj.,Sep,3.86,,
